1.30236, -0.842703, 15.8581
0.727789, -1.03423, 9.34634
0.919312, -0.114914, 9.42295
0.612875, -0.114914, 9.11651
0.804398, -0.995922, 9.57617
0.881008, -0.306437, 9.69109
0.804398, 0.0766094, 9.11651
0.842703, -0.766094, 9.38465
0.919312, -0.689484, 9.8443
0.881008, 0.0383047, 9.46126
0.689484, -0.65118, 9.15482
0.689484, -0.689484, 9.72939
0.842703, -0.0766094, 9.38465
0.497961, -0.0766094, 9.0016
0.612875, -1.07253, 9.61448
0.842703, -0.268133, 9.76769
0.57457, -0.114914, 8.81008
0.766094, -0.919312, 9.49956
0.727789, -0.57457, 9.65278
0.612875, -0.0383047, 9.26973
0.766094, -0.65118, 9.30804
0.612875, -0.65118, 9.65278
0.65118, 0.0383047, 9.57617
0.57457, -0.536266, 8.81008
0.727789, -0.727789, 9.57617
0.766094, -0.229828, 9.38465
0.957617, -0.0383047, 9.03991
0.689484, -1.11084, 9.57617
0.727789, -0.497961, 9.65278
0.766094, 0.0766094, 9.34634
0.881008, -0.727789, 9.15482
0.957617, -0.536266, 9.88261
0.842703, -0.0766094, 9.806
0.881008, -0.268133, 9.23143
0.689484, -0.995922, 9.69109
0.766094, -0.153219, 9.46126
0.421352, -0.0383047, 9.23143
0.689484, -1.18745, 9.15482
0.727789, -0.268133, 9.30804
0.689484, 0.0, 9.38465
0.344742, -0.766094, 9.23143
0.497961, -0.727789, 9.806
0.459656, 0.0383047, 9.0016
0.229828, -0.536266, 9.26973
0.268133, -0.957617, 9.57617
0.421352, 0.0, 9.19312
0.191523, -0.114914, 9.07821
0.536266, -1.11084, 9.72939
0.306437, -0.421352, 9.34634
0.57457, 0.114914, 9.07821
0.191523, -0.766094, 9.57617
0.306437, -0.459656, 9.49956
0.306437, -0.114914, 9.30804
0.0766094, -0.536266, 9.61448
0.306437, -0.689484, 9.72939
0.459656, -0.0383047, 9.46126
0.0766094, -0.191523, 9.11651
0.306437, -0.689484, 10.1124
0.344742, -0.268133, 9.76769
0.421352, -0.114914, 9.46126
0.306437, -0.57457, 9.57617
0.344742, -0.459656, 9.53786
0.153219, -0.0383047, 9.03991
0.229828, -0.689484, 9.34634
0.229828, -0.57457, 9.88261
0.268133, -0.114914, 9.72939
0.153219, -0.268133, 9.15482
0.344742, -0.766094, 9.88261
0.383047, -0.306437, 9.57617
0.306437, -0.153219, 9.34634
0.383047, -0.65118, 9.61448
0.229828, -0.421352, 9.30804
0.191523, -0.0766094, 9.15482
0.0, -0.421352, 9.53786
0.191523, -0.421352, 9.53786
0.114914, -0.191523, 9.30804
0.459656, -0.459656, 9.72939
0.344742, -0.268133, 9.72939
0.114914, -0.229828, 9.15482
0.191523, -0.383047, 9.69109
0.0766094, -0.229828, 9.92091
-0.0766094, -0.306437, 9.46126
0.153219, -0.536266, 9.65278
0.153219, -0.229828, 9.65278
-0.0383047, -0.229828, 9.46126
-0.114914, -0.344742, 9.65278
-0.153219, -0.0383047, 9.49956
-0.0766094, -0.881008, 9.53786
-0.0383047, -0.268133, 9.53786
-0.0383047, 0.0766094, 9.49956
-0.612875, -0.727789, 9.57617
-0.0766094, -0.0766094, 9.69109
-0.268133, -0.612875, 9.42295
-0.268133, -0.153219, 9.61448
-0.421352, -0.804398, 9.53786
-0.57457, -0.114914, 9.38465
-0.727789, -0.459656, 9.30804
-0.804398, -0.229828, 9.26973
-0.65118, -0.268133, 9.72939
-0.57457, -0.268133, 9.49956
-1.18745, -0.153219, 9.57617
-0.57457, -0.383047, 9.38465
-0.689484, -0.153219, 9.49956
-0.766094, -0.229828, 9.57617
-1.34066, -0.344742, 9.49956
-1.11084, -0.306437, 9.61448
