0.0, 24.7362
0.500977, 24.7802
1.00098, 24.8021
1.50098, 24.7582
2.00098, 24.6923
2.50098, 24.7362
3.00098, 24.7802
3.50195, 24.7582
4.00195, 24.7142
4.50195, 24.7142
5.00195, 24.7142
5.50195, 24.7802
6.00195, 24.7802
6.50195, 24.7362
7.00195, 24.7142
7.50195, 24.7582
8.00195, 24.7802
8.50195, 24.7582
9.00195, 24.7802
9.50195, 24.8021
10.0029, 24.7582
10.5029, 24.7802
11.0029, 24.7802
11.5029, 24.8021
12.0029, 24.8021
12.5029, 24.8241
13.0029, 24.7802
13.5029, 24.868
14.0029, 24.7582
14.5029, 24.8021
15.0029, 24.8241
15.5029, 24.7362
16.0029, 24.6703
16.5029, 24.8241
17.0042, 24.8241
17.5042, 24.7802
18.0042, 24.868
18.5042, 24.7802
19.0042, 24.7802
19.5042, 24.7362
20.0042, 24.868
20.5042, 24.7142
21.0041, 24.7582
21.5042, 24.8241
22.0042, 24.8241
22.5042, 24.8241
23.0042, 24.7582
23.5041, 24.8021
24.0042, 24.7802
24.5042, 24.8021
25.0042, 24.7582
25.5042, 24.8241
26.0041, 24.7142
26.5042, 24.8021
27.0042, 24.8241
27.5042, 24.8241
28.0042, 24.8021
28.5051, 24.89
29.0051, 24.868
29.5051, 24.9121
30.0051, 24.7802
30.5051, 24.7142
31.0051, 24.89
31.5051, 24.8241
32.0051, 24.7582
32.5051, 24.7362
33.0051, 24.8241
33.5051, 24.8241
34.0051, 24.8241
34.5051, 24.7802
35.0051, 24.8021
35.5051, 24.9121
36.0051, 24.8241
36.5051, 24.868
37.0051, 24.868
37.5051, 24.868
38.0051, 24.8241
38.5051, 24.8021
39.0051, 24.868
39.5061, 24.7802
40.0061, 24.8461
40.5061, 24.8241
41.0061, 24.8461
41.5061, 24.868
42.0061, 24.868
42.5061, 24.7582
43.0061, 24.868
43.5061, 24.8461
44.0061, 24.8461
44.5061, 24.8241
45.0061, 24.7582
45.5061, 24.8461
46.0061, 24.868
46.5061, 25.0
47.0061, 25.2642
47.5071, 26.0156
48.0071, 26.3706
48.5071, 27.0391
49.0071, 27.5094
49.5071, 28.162
50.0071, 28.6146
50.5071, 29.1832
51.0071, 29.7092
51.5071, 30.0771
52.0071, 30.5391
52.5071, 30.9336
