11.082,1200.6,-13.665,4.4219,NaN,21.28,0,6.7205,NaN
11.582,1193.4,-15.15,-2.9692,NaN,21.28,0,5.3649,NaN
12.022,1187.1,-13.521,3.6986,NaN,21.28,0,6.588,NaN
12.46,1180.8,-15.081,-3.5626,NaN,21.28,0,5.2567,NaN
12.88,1174.8,-13.638,3.4348,NaN,21.28,0,6.5479,NaN
13.38,1167.6,-15.178,-3.0816,NaN,21.28,0,5.341,NaN
13.785,1161.7,-13.61,3.8788,NaN,21.28,0,6.6243,NaN
14.285,1154.5,-15.2,-3.1809,NaN,21.28,0,5.3241,NaN
14.691,1148.7,-13.583,3.984,NaN,21.28,0,6.6412,NaN
15.138,1142.3,-15.034,-3.2402,NaN,21.28,0,5.321,NaN
15.506,1137,-13.811,3.3281,NaN,21.28,0,6.5423,NaN
16.006,1129.8,-14.96,-2.2976,NaN,21.28,0,5.4866,NaN
16.506,1122.7,-13.51,2.8996,NaN,21.28,0,6.4463,NaN
16.937,1116.5,-15.039,-3.5465,NaN,21.28,0,5.2615,NaN
17.252,1112,-13.948,3.4654,NaN,21.28,0,6.5838,NaN
17.752,1104.8,-14.776,-1.6563,NaN,21.28,0,5.6087,NaN
18.252,1097.6,-13.755,2.0424,NaN,21.28,0,6.2832,NaN
18.752,1090.5,-14.976,-2.4417,NaN,21.28,0,5.4714,NaN
19.252,1083.4,-13.482,2.9879,NaN,21.28,0,6.4572,NaN
19.697,1077,-15.11,-3.6605,NaN,21.28,0,5.2351,NaN
20.091,1071.3,-13.656,3.6832,NaN,21.28,0,6.5942,NaN
20.572,1064.4,-15.029,-2.8561,NaN,21.28,0,5.3933,NaN
20.921,1059.4,-13.839,3.4089,NaN,21.28,0,6.5615,NaN
21.421,1052.2,-14.89,-2.1021,NaN,21.28,0,5.523,NaN
21.921,1045.1,-13.555,2.6718,NaN,21.28,0,6.4072,NaN
22.408,1038.1,-15.172,-3.318,NaN,21.28,0,5.2984,NaN
22.78,1032.7,-13.679,4.0145,NaN,21.28,0,6.6542,NaN
23.28,1025.5,-15.067,-2.7757,NaN,21.28,0,5.3984,NaN
23.703,1019.5,-13.58,3.5201,NaN,21.28,0,6.5618,NaN
24.176,1012.7,-15.075,-3.1587,NaN,21.28,0,5.3332,NaN
24.616,1006.4,-13.512,3.5536,NaN,21.28,0,6.5643,NaN
25.041,1000.4,-14.962,-3.4158,NaN,21.28,0,5.29,NaN
25.452,994.47,-13.684,3.1028,NaN,21.28,0,6.4944,NaN
25.922,987.76,-14.922,-2.6384,NaN,21.28,0,5.4388,NaN
26.422,980.66,-13.495,2.8542,NaN,21.28,0,6.4347,NaN
26.87,974.26,-15.064,-3.5015,NaN,21.28,0,5.2674,NaN
27.319,967.85,-13.477,3.5383,NaN,21.28,0,6.5604,NaN
27.759,961.57,-15.048,-3.5682,NaN,21.28,0,5.2552,NaN
28.217,955.04,-13.456,3.4726,NaN,21.28,0,6.5481,NaN
